,Company Ticker,Current Price,Graham Intrinsic,Modern Intrinsic,Financial Intrinsic
1027,COO,335.14,1293.3300000000002,771.46,368.39484000000004
1028,7309.T,23540.0,6170.453,5233.169000000001,23470.8254506
1029,MRO,27.75,-82.27680000000001,-46.1709,
1030,SEDG,300.71,157.29599999999996,85.24799999999999,387.1330848
1031,PLTR,7.51,-16.777600000000003,-9.158800000000001,
1032,MONC.MI,55.32,55.011599999999994,30.750799999999995,65.86208703999999
1033,BRO,58.25,64.639,37.407,65.97895500000001
1034,ADCB.AE,,,,
1035,FFH.TO,867.43,,,
1036,EBO.F,35.81,,,
1037,ATO,116.25,128.853,78.589,125.9480601
1038,HTHT,51.0,-77.7896,-42.0848,
1039,ZBRA,313.46,266.47499999999997,158.95,344.85605000000004
1040,FDS,428.31,324.2919999999999,189.75599999999997,479.27486159999995
1041,OMV.F,48.11,74.3232,54.541599999999995,48.879151760000006
1042,600919.SS,7.38,,,
1043,UAL,48.86,5663.196,2769.2279999999996,
1044,UCB.VI,77.48,,,
1045,COALINDIA.NS,211.5,160.4768,137.1084,210.77364132
1046,FMC,131.2,109.72,66.46499999999999,142.58799749999997
1047,BOP.F,5.06,,,
1048,NVR,5078.25,3302.789,2334.302,5200.228864000001
1049,AVTR,23.98,11.049,6.322,27.339390400000003
1050,BT-A.L,136.0,339.29999999999995,217.49999999999997,143.55173999999997
1051,2020.SR,128.0,247.867,132.486,173.746992
1052,STO.AX,6.95,-7.1412,-4.1756,
1053,DGX,144.8,-278.6252,-103.0676,123.38169676
1054,SHG,32.6,-37.359,-2.372000000000002,30.146578199999997
1055,TRN.MI,7.36,7.597200000000002,4.8711,7.7468691299999985
1056,TEL.OL,116.4,296.91200000000003,182.336,125.505072
1057,6920.T,22785.0,25673.704000000005,13385.009500000002,36490.837798450004
1058,ABN.AS,16.43,-9.3228,-5.128900000000001,
1059,U,35.73,-500.573,-254.76899999999998,
1060,2002A.TW,46.4,,,
1061,WSP.TO,171.31,156.25,85.0,217.551
1062,CHKP,127.16,145.9228,89.65390000000001,136.98192066000001
1063,PTC,132.78,63.31839999999999,36.8292,149.41728828
1064,NCM.AX,24.75,-10.8264,-1.1231999999999998,22.903526880000005
1065,EBR,7.11,11.024999999999999,7.574999999999999,7.3381425
1066,1972.HK,21.55,85.956,58.928,22.257801600000004
1067,SYF,36.42,-32.39600000000001,-6.408000000000003,33.2464128
1068,SSNC,62.26,63.751200000000004,39.1081,67.17971007999999
1069,ASX,7.35,40.757000000000005,21.836000000000002,9.900739200000002
1070,ESS,233.77,157.46400000000003,96.552,252.33839280000004
1071,601009.SS,10.17,59.84439999999999,33.6072,11.993621760000002
1072,ADP.PA,142.5,-325.7198,-195.3374,
1073,H.TO,35.6,48.970000000000006,32.597500000000004,37.04856325
1074,BIP,34.18,-14.227,-5.986000000000001,26.730950399999998
1075,COIN,57.09,-1085.793,-506.349,31.300740899999994
1076,MTN.JO,14283.0,336.02399999999994,193.75199999999998,16239.7546272
1077,SJM,148.93,157.93980000000002,102.09740000000001,156.59667254000001
1078,600011.SS,8.13,-2.8150000000000004,-0.7200000000000002,7.414622999999999
1079,1150.SR,29.15,38.533,22.374,33.000429600000004
1080,KOF,70.28,72.731,43.43299999999999,77.30464909999999
1081,ADANIPORTS.NS,583.95,1429.0811999999999,782.1356,728.97476256
1082,0175.HK,11.62,103.13512,54.33406,17.08153293
1083,CEA,20.09,-682.99,-356.62,
1084,1925.T,3022.0,6421.079999999999,4016.84,3225.4257639999996
1085,J,121.7,106.88,62.24000000000001,137.027072
1086,BEN,30.92,-3.8063999999999996,2.3868000000000005,29.272159800000004
1087,TXT,73.78,104.6032,57.471599999999995,91.22876532
1088,6502.T,4552.0,4025.9388,2464.4919,4915.90967868
1089,CON.DE,68.68,-168.35,-97.40249999999999,
1090,IRM,53.25,25.442200000000003,15.9936,56.73262643999999
1091,WLK,122.76,-11.366399999999999,1.3568000000000007,114.8099456
1092,SOON.SW,228.0,150.67499999999998,89.775,251.1518625
1093,AV.L,440.0,611.448,497.674,440.311662
1094,TOU.TO,61.66,101.015,56.75,72.750776
1095,RTO,30.09,,,
1096,AGR,40.59,35.6212,23.805600000000002,42.18279072
1097,MDB,210.7,,,
1098,012330.KS,208000.0,,,
1099,5183.KL,8.25,,,
1100,8015.T,5570.0,7842.4800000000005,4973.28,5904.278016
1101,601238.SS,11.63,40.736399999999996,22.650699999999997,14.027618350000001
1102,AER,61.81,-88.4,-51.68000000000001,
1103,ASII.JK,5700.0,15066.0,8556.0,6610.886399999999
1104,003670.KS,229000.0,,,
1105,2382.HK,102.4,53.16408,37.79379,104.73904324799999
1106,VOLCAR-B.ST,50.87,,,
1107,ENR.F,18.91,,,
1108,CPB,51.43,43.19840000000001,28.914200000000005,53.46292770000001
1109,FLT,207.06,319.92799999999994,182.29399999999998,239.05077
1110,JDE.F,27.3,,,
1111,CCL,11.16,-369.768,-220.689,
1112,LKQ,56.17,187.995,100.84500000000001,74.89309950000002
1113,ERF.PA,67.48,-52.571200000000005,-14.955600000000004,60.34870116
1114,S32.AX,4.58,-1.083,-0.624,
1115,ADNOCDIST.AE,,,,
1116,601186.SS,7.98,35.6132,22.151600000000002,8.52221664
1117,7832.T,8762.0,5119.0509999999995,3252.993,9279.9190425
1118,ADNOCDRILL.AE,,,,
1119,PHG,16.77,47.892,28.236000000000004,18.6141384
1120,ADANIGREEN.NS,724.25,,,
1121,RE,379.48,2797.3415999999997,1456.4757999999997,616.0872454799999
1122,TPL,1923.78,1102.3120000000001,613.581,2309.4396156
1123,2886.TW,32.6,64.25280000000001,37.186400000000006,36.911894079999996
1124,SJR,29.65,19.812799999999996,13.096399999999997,30.836884359999996
1125,SY1.DE,94.76,67.66560000000001,39.93780000000001,104.99010258000001
1126,POOL,369.24,355.8016,207.1608,415.12856952
1127,TRYG.CO,156.1,664.9559999999999,368.503,189.14691760000002
1128,AVY,181.39,173.0304,107.1677,194.63240432
1129,2338.HK,11.76,18.683899999999998,12.875699999999998,12.11283405
1130,PIDILITIND.NS,2316.15,727.2048,416.7324,2653.31333988
1131,AC.MX,152.38,226.389,129.11700000000002,175.70889839999998
1132,SBILIFE.NS,1184.5,669.5910000000001,374.80800000000005,1406.7306078
1133,9843.T,16555.0,3348.3059999999996,3919.9679999999994,16189.516839599997
1134,L,62.17,-121.3792,-69.8196,
1135,TME,8.1,3.8151999999999995,2.9526,8.0988849
1136,BURL,223.47,-69.208,-43.624,
1137,BAM,34.68,-3.2832,-1.9715999999999996,
1138,PST.MI,10.05,25.203000000000003,15.158999999999999,11.018751600000002
1139,1605.T,1394.0,-8300.25,-4360.5,
1140,LGLG.F,17.0,,,
1141,6869.T,8569.0,4407.777,2620.431,9451.2296637
1142,2891.TW,22.45,45.838,28.8315,23.930544900000005
1143,IPG,37.13,19.425,12.765,38.835125999999995
1144,STX,71.28,76.5072,49.1436,75.17799036000001
1145,AMUN.PA,62.7,22.4896,25.049799999999998,61.43953402
1146,BG,98.89,297.21999999999997,169.84,113.81595999999998
1147,4507.T,6247.0,8985.0916,5544.8883000000005,6712.9379625599995
1148,PEAK,26.66,-28.385999999999996,-11.057999999999998,22.1071536
1149,NZYM.VI,46.46,,,
1150,NICE,221.4,98.638,57.514,248.647922
1151,4684.T,20930.0,14080.8416,8215.2483,23488.636789170003
1152,7201.T,480.4,-12406.1614,-6960.8982000000005,
1153,DHER.F,,,,
1154,6857.T,10170.0,10012.7972,5973.9036,11186.19359676
1155,8630.T,5580.0,9011.466,5263.578,6255.734894999999
1156,PARA,21.59,,,
1157,8421.T,274000.0,,,
1158,BDOUY,27.79,,,
1159,6862.HK,19.34,,,
1160,NTAP,66.34,75.2928,44.9064,73.01319696000002
1161,AM.PA,,,,
1162,VTRS,11.84,-5.331999999999999,-7.396,
1163,VEDL.NS,310.7,-89.325,-99.25,
1164,1038.HK,44.15,118.51140000000001,70.7232,48.55866587999999
1165,TRMB,55.68,44.175000000000004,26.35,61.243600000000015
1166,PWF-PS.TO,20.68,,,
1167,LW,99.27,130.47299999999998,69.939,132.91650449999997
1168,CBK.F,10.22,-331.97839999999997,-172.39669999999998,
1169,BDMS.BK,28.75,23.373,12.924,34.6883742
1170,ELS,71.63,27.9,17.36,76.397144
1171,FM.TO,25.94,0.3376,0.2788,24.12316088
1172,CA.PA,16.3,31.916,18.1305,18.823902750000002
1173,2280.SR,52.5,11.741000000000001,11.343,51.8137494
1174,BAER.SW,60.98,77.4554,47.6102,65.63283772
1175,QBE.AX,13.23,-104.76299999999999,-56.25899999999999,
1176,IOC.NS,79.8,-5.996400000000003,11.466799999999997,75.89805488
1177,NDSN,241.53,162.15,94.0,272.87918
1178,FORTUM.HE,14.07,-24.641,-6.682999999999999,12.6201362
1179,EDEN.PA,50.72,42.932199999999995,24.133599999999998,59.790268440000006
1180,CRBG,21.36,,,
1181,EVRG,61.07,42.704,28.832,63.26230400000001
1182,SW.PA,84.52,-358.2324,-191.5737,
1183,4307.T,2964.0,3588.1800000000003,2106.3525,3305.9571524999997
1184,BRITANNIA.NS,4622.7,2580.5160000000005,1503.1080000000002,5196.421137600001
1185,6762.T,4610.0,19994.282,11720.785999999998,5152.8335936
1186,0881.HK,43.75,78.73854,45.45502,49.674896753999995
1187,AMH,33.85,18.340000000000003,9.940000000000001,43.96756
1188,HDFCLIFE.NS,522.55,164.3364,97.9257,575.1777552600001
1189,BPYPP,20.85,,,
1190,GLPI,53.68,64.769,38.957,58.671584200000005
1191,1326.TW,70.9,-45.757999999999996,-13.693999999999999,63.007697199999996
1192,ALFA.ST,335.2,243.51600000000002,146.28799999999998,366.7236784
1193,IP,38.63,114.905,64.19,45.9963
1194,TYL,322.54,125.68499999999999,74.97,354.9476700000001
1195,GEN,21.41,,,
1196,SIEMENS.NS,3130.75,1486.4460000000001,804.878,4035.2204294
1197,BIO,471.18,5991.867,3369.576,555.3903642
1198,AKAM,85.5,109.525,64.03,95.75652800000002
1199,8309.T,4865.0,,,
1200,AZPN,206.47,209.234,117.432,243.78939119999998
1201,LBRDA,92.36,165.0502,88.4926,123.55278656000002
1202,ENELAM.SN,103.69,,,
1203,601169.SS,4.27,6.31968,5.656840000000001,4.23473948
1204,KPN.F,,,,
1205,8308.T,735.0,2939.04,1641.1200000000001,876.940896
1206,TBVPF,0.5341,,,
1207,WDC,,,,
1208,BAJAJ-AUTO.NS,3831.65,7014.862,3969.156000000001,
1209,LDOS,100.82,94.61200000000001,59.29599999999999,107.45621120000003
1210,HST,,,,
1211,TRU,69.04,,,
1212,CBOE,,,,
1213,RS,228.05,382.37280000000004,215.60640000000004,267.33929088
1214,GRASIM.NS,1635.3,,,
1215,TPIA.JK,2350.0,0.0,0.0,0.0
1216,HEI.DE,,,,
1217,AKZA.AS,68.92,96.55799999999999,58.8665,74.66974515
1218,ANE.MC,37.6,32.7344,18.6222,43.4560476
1219,MKTX,350.19,193.12,118.56000000000002,377.54251200000004
1220,C6L.SI,5.88,35.172,12.636,
1221,CPT,122.82,66.1696,36.1648,153.88017568
1222,SNA,251.33,175.545,122.01,258.275748
1223,GRAB,3.33,,,
1224,FHN,24.73,57.2,34.32,27.057888000000002
1225,KIM,21.67,-74.7648,-30.892399999999995,17.29348292
1226,600588.SS,24.88,12.096,7.285499999999999,27.22598055
1227,B3SA3.SA,11.8,42.42699999999999,26.795999999999996,12.5471052
1228,APA,43.56,-952.1544,-511.4422,
1229,MTCH,45.08,25.186,13.9405,54.9757999
1230,JEM.F,19.31,,,
1231,WTC.AX,54.44,30.014999999999997,16.245,70.12647449999999
1232,CSL,255.64,219.835,125.62,294.1792
1233,MTX.DE,223.8,116.424,64.262,273.7552884
1234,AXON,184.55,-0.975,-0.57,
1235,LNT,53.23,49.647000000000006,31.616000000000003,56.31575300000001
1236,RNO.PA,40.9,-1727.5154,-944.9101999999999,
1237,CE,119.88,72.0736,85.09679999999999,117.21136895999999
1238,WPP,59.68,-490.91700000000003,-291.85100000000006,
1239,WLN.PA,40.24,46.089,25.272000000000002,49.727568600000005
1240,CTLT,70.46,57.096,33.498,78.43057920000001
1241,PKG,139.92,-9.282,9.383999999999999,132.6745212
1242,BVI.PA,25.57,6.854400000000001,4.1972000000000005,27.712393800000005
1243,HUBB,242.82,184.68,110.16000000000001,267.08616
1244,DOCU,60.69,-63.535000000000004,-35.370000000000005,
1245,2503.T,2041.5,6969.799200000001,3720.1346000000003,2786.9071430200006
1246,DT,43.35,14.896000000000003,8.218000000000002,53.03823560000001
1247,4151.T,3015.0,2884.0,1682.625,3384.0150750000003
1248,CRL,245.44,223.77599999999998,131.688,273.15907920000006
1249,1928.T,2513.0,2335.1580000000004,1665.384,2567.8338672000004
1250,TNABY,8.47,,,
1251,GDDY,80.7,-201.39,-108.78,
1252,601600.SS,5.27,-2.312,-0.9359999999999999,4.2848352
1253,601229.SS,5.96,,,
1254,BAH,96.66,92.12,56.839999999999996,103.87509999999999
1255,AFXA.F,124.0,,,
1256,ENTG,83.76,88.8662,50.8406,96.17725070000002
1257,LHA.DE,9.4,-5144.34,-2599.5600000000004,
1258,7011.T,4879.0,-568.8059999999999,-374.30049999999994,
1259,ZAL.DE,39.67,34.056,19.393,45.8407649
1260,9101.T,3201.0,-35243.65,-16567.2,1594.70805
1261,RDOR3.SA,28.36,18.0092,9.6096,38.76272136
1262,CPR.MI,10.06,7.282800000000001,4.1089,11.933412989999999
1263,BNZL.L,3004.0,1901.4060000000004,1303.5280000000002,3098.4136948000005
1264,DPZ,354.06,321.30559999999997,194.53279999999998,385.20015072
1265,GCTAF,15.0,-35.776,-21.462999999999997,
1266,9735.T,7760.0,,,
1267,SWK,85.83,345.384,199.752,97.2168384
1268,PHM,55.98,149.833,90.234,61.0676976
1269,UHAL,64.89,1294.755,739.86,74.641785
1270,1216.TW,66.6,89.1982,54.9666,71.66538522
1271,ACM,89.81,-49.275999999999996,-28.130499999999998,
1272,SGRO.L,829.8,3992.2799999999993,2336.0399999999995,928.0493640000001
1273,ERIE,240.97,167.57999999999998,99.96,264.99396
1274,BIM.PA,95.42,107.415,63.085,106.384157
1275,VOD.JO,12252.0,286.11,170.28,13500.332010000002
1276,CG,34.64,-13.763200000000003,7.033399999999998,32.66875655999999
1277,7270.T,2080.5,20601.3534,10713.4242,3419.51067612
1278,EN.PA,30.51,38.5764,24.3207,32.42493369
1279,MRU.TO,70.84,94.3572,56.2261,77.90838111000001
1280,LUMI.TA,2875.0,47.664,27.792,3228.6285936
1281,UNVR.JK,4580.0,2208.1752,1620.4551,4654.359577890001
1282,CCJ,29.21,-13.442,-7.0235,
1283,GBLB.VI,80.18,,,
1284,PCTY,220.03,57.714999999999996,32.129999999999995,264.47988
1285,SCC.BK,338.0,746.991,469.93800000000005,359.71158720000005
1286,OKTA,76.39,-122.26499999999999,-66.88,
1287,MULTIPLY.AE,,,,
1288,KRX.IR,59.0,50.388,30.804,63.643226399999996
1289,NN.AS,40.17,112.2344,72.2597,42.282807479999995
1290,WYNN,108.64,6250.6990000000005,3072.082,
1291,1050.SR,36.7,59.211000000000006,33.153,43.5941181
1292,SOLB.VI,109.1,,,
1293,CPI.JO,174226.0,1643.096,927.3679999999999,204018.524216
1294,600015.SS,5.15,13.8294,10.1322,5.209668359999998
1295,601336.SS,30.5,30.660000000000004,29.3825,30.125366250000003
1296,JKHY,170.41,141.62,81.48,194.355408
1297,IHG,66.72,-105.391,-56.628,
1298,NMR,4.12,13.5138,7.9834000000000005,4.5702333600000005
1299,HINDALCO.NS,433.15,,,
1300,5880.TW,26.6,,,
1301,TECHM.NS,1017.35,1362.1566,819.1007999999999,1112.16844116
1302,MAS,55.06,60.69700000000001,38.571000000000005,58.2936081
1303,SNN,27.92,18.054,11.831999999999999,29.0949084
1304,H,109.43,-1220.746,-629.4580000000001,
1305,TLX.DE,44.1,98.20720000000001,56.418600000000005,50.36980788
1306,Q0F.SI,1.81,0.18312,0.11081,1.969812117
1307,VIV,7.44,5.564,4.212,7.5388247999999995
1308,RAND.AS,59.6,21.483,16.709,60.02716929999998
1309,STEAV.HE,14.7,,,
1310,PSNY,5.62,,,
1311,MIN.AX,89.65,341.8476,180.24630000000002,131.21271624
1312,3692.HK,15.2,,,
1313,5871.TW,233.0,313.05199999999996,190.076,252.8806484
1314,NEXI.MI,8.09,45.14,23.12,16.967524
1315,0006.HK,43.75,48.630399999999995,33.5002,45.079746199999995
1316,CNA,44.24,72.14999999999999,46.8,46.5192
1317,YAR.OL,454.2,708.1368,424.52340000000004,497.71361681999997
1318,CHRW,103.12,92.0554,58.2102,109.46260655999998
1319,BNR.DE,69.62,115.06200000000001,65.836,79.9480976
1320,CS,3.14,5.537,4.116,3.1848726000000003
1321,600547.SS,19.04,4.0485999999999995,2.8768,19.287246439999997
1322,CRDA.L,6710.0,2266.2720000000004,1558.8360000000002,6916.594806
1323,AVV.L,3219.0,583.05,345.15,3563.4994200000006
1324,TECH,76.29,133.848,79.02400000000002,84.70686400000001
1325,NWS,18.81,,,
1326,REXR,62.3,17.099999999999998,10.2,68.3034
1327,WTRG,45.66,36.023,22.494,48.6390696
1328,TOST,22.8,,,
1329,CDAY,76.65,-0.975,-0.57,
1330,GODREJCP.NS,940.4,619.0699999999999,352.15999999999997,1088.213522
1331,EXAS,64.05,-1152.855,-591.855,
1332,BLDR,80.32,122.62600000000002,68.628,95.434416
1333,AN,133.85,566.262,310.02599999999995,166.95858539999998
1334,EQH,31.8,-23.8992,-16.2396,
1335,0316.HK,136.9,-9829.63856,-4868.67153,-269.93594404799995
1336,KMX,73.57,95.372,60.11599999999999,78.2214928
1337,LSXMB,38.23,,,
1338,BBNI.JK,9525.0,4807.621999999999,2612.3435,12139.620529349999
1339,INF.L,663.2,-5620.972000000001,-3012.3360000000002,
1340,INDU-A.ST,280.7,-1215.7469999999998,-322.121,252.220743
1341,GL,121.53,272.3954,156.5202,138.88786692
1342,LUND-B.ST,486.4,,,
1343,TFX,245.48,172.577,102.48599999999999,270.8966496
1344,SUZ,8.89,,,
1345,DABUR.NS,532.4,319.5,184.5,604.3194
1346,VIFN.SW,166.15,253.82699999999997,142.121,197.3171466
1347,HSIC,86.08,69.31559999999999,42.4128,93.10800767999999
1348,GGG,70.82,61.823,36.71399999999999,78.152712
1349,BXB.AX,11.94,15.624,8.912,13.902768
1350,BSY,39.1,6.765000000000001,4.29,41.955012
1351,ADE.OL,87.8,-988.239,-497.007,
1352,2884.TW,24.7,40.5834,24.224199999999996,27.15089234
1353,FMCCT,3.6,,,
1354,8830.T,3124.0,6900.971,4358.508,3317.2604388000004
1355,AFG,137.45,112.66799999999999,78.884,141.03271840000002
1356,BOL.ST,427.85,-26.028000000000013,66.516,407.89924800000006
1357,A5G.IR,3.924,-12.81,-7.23,
1358,WSO,294.43,295.295,168.74,338.618995
1359,UTHR,255.11,141.942,102.706,259.99723859999995
1360,6645.T,7512.0,2254.56,1717.76,7588.183328
1361,096775.KS,101600.0,,,
1362,DOX,95.95,181.14559999999997,104.65279999999998,108.78623744000002
1363,FNF,43.05,-24.351200000000006,1.5468999999999982,40.13617678
1364,JD.L,178.9,935.6400000000001,531.07,207.731446
1365,CZR,52.17,-858.52,-466.44,
1366,SUN.AX,12.82,19.003800000000002,11.0694,14.488352339999999
1367,2207.TW,623.0,652.2515999999999,395.8108,676.82273372
1368,XEKT.MC,49.2,,,
1369,BIRG.IR,9.66,4.672,3.216,9.8004672
1370,REA.AX,121.11,36.12,20.9475,137.051271
1371,BRBY.L,2384.0,178.908,103.47899999999998,2700.8279354999995
1372,2892.TW,26.35,40.6362,23.920599999999997,29.339595780000003
1373,TTC,111.07,98.25999999999999,58.48,122.370488
1374,900945.SS,0.264,,,
1375,POLI.TA,2912.0,59.290000000000006,33.88,3353.1582699999994
1376,RPM,87.12,176.67999999999998,97.96499999999999,105.442785
1377,OVV,48.84,-254.41920000000002,-133.36960000000002,
1378,BARN.SW,1900.0,1716.7072,1014.8835999999999,2105.7584736800004
1379,6146.T,40550.0,-2204.8727999999987,1869.8186000000003,38415.25669072
1380,7532.T,2427.0,2030.994,1249.3845000000001,2613.9884463
1381,ACI,21.33,26.950000000000003,16.5,23.094720000000006
1382,LSCC,81.06,13.090000000000002,7.48,93.21831
1383,TWLO,60.07,-1068.315,-543.37,
1384,QGEN,49.21,-0.5201999999999998,3.9474,47.02994784
1385,086790.KS,48850.0,,,
1386,FBK.MI,16.23,22.1646,12.539800000000001,18.932284760000005
1387,BXP,72.54,65.925,41.02,77.68777800000001
1388,BWA,48.32,145.314,79.09199999999998,61.271027999999994
1389,EQT,31.67,-724.1178,-372.26140000000004,
1390,FMS,19.45,,,
1391,ALO.PA,,,,
1392,5713.T,5205.0,,,
1393,ZI,25.8,-2.3952,-1.2801,
1394,AEG,5.54,-9.383,-4.994,
1395,TAP,51.44,-38.019,-28.497,
1396,SASA.IS,92.3,,,
1397,FIVE,201.64,74.14000000000001,43.120000000000005,227.03538
1398,RR.L,107.48,-31864.844,-16077.897,
1399,INDUSINDBK.NS,1161.2,2493.504,1356.642,1474.1911332000002
1400,0019.HK,66.9,792.5999999999999,412.79999999999995,108.24419999999999
1401,VIV.PA,9.78,33.6924,20.311199999999996,10.669317119999999
1402,DECK,414.53,528.957,299.871,481.96348200000006
1403,RYAN,42.71,18.659,10.622,49.58338319999999
1404,FCNCA,764.19,,,
1405,KBX.DE,62.46,31.8052,24.3451,63.05551285000001
1406,SAP.TO,37.17,42.4948,25.344899999999996,40.78202712
1407,1177.HK,4.49,11.510159999999999,6.4178299999999995,5.3683005459999995
1408,SK3.IR,36.39,51.076,31.752999999999997,38.9995996
1409,BCH,22.0,27.324,18.612000000000002,22.730666400000004
1410,CHK,83.84,,,
1411,ANA.MC,184.8,261.375,149.855,211.5670315
1412,EWBC,77.62,108.045,66.15,83.82528
1413,5020.T,456.4,2710.4249999999997,1145.25,
1414,IVN.TO,11.68,,,
1415,2267.T,8860.0,7245.131399999999,4333.633199999999,9726.04642464
1416,REG,65.67,2.4804,1.9552,66.01228816000001
1417,TFII,124.9,227.1604,129.0352,144.87184296
1418,1140.SR,40.95,111.30499999999999,61.07,50.736956
1419,TEVA,10.26,-45.375,-32.67,
1420,BAP,127.1,36.8154,21.515199999999997,142.15231856
1421,EICHERMOT.NS,3212.35,,,
1422,RENT3.SA,56.81,81.2038,44.4244,70.88468464
1423,LTI.BO,,,,
1424,JBL,82.65,70.512,41.855999999999995,91.28528639999999
1425,MMP,53.14,42.354,31.131999999999994,53.991865600000004
1426,NXT.L,6730.0,2724.932,1972.691,6857.428290299999
1427,DLF.NS,361.5,-303.912,-165.816,
1428,INW.MI,10.44,11.174399999999999,6.082199999999999,13.236876
1429,QRVO,103.31,118.56000000000002,70.72,113.71360000000001
1430,AAL,16.28,2971.0409999999997,1445.013,
1431,LAMR,106.64,34.655,23.900000000000002,109.939522
1432,DKS,129.28,-41.756,-5.1480000000000015,119.059512
1433,BANKBARODA.NS,169.3,666.043,349.384,256.91809639999997
1434,1023.KL,5.37,,,
1435,GFL,31.84,289.8416,139.0358,
1436,4528.T,2859.5,7911.1616,4365.1383,3497.4006336000007
1437,SCI,71.23,122.19999999999997,71.44,79.80224
1438,H78.SI,4.84,-14.787359999999996,-10.512179999999999,
1439,TPR,44.44,-59.21000000000001,-33.8675,
1440,PRY.MI,36.7,40.188,21.964,45.98459880000001
1441,SPX.L,11620.0,7372.72,4332.06,12950.770854000002
1442,0083.HK,10.68,-27.089,-10.711999999999998,8.8225886
1443,NI,26.88,-4.389,-2.717,
1444,RHM.F,231.0,-20.7452,-12.0776,
1445,WES,28.26,1.2979999999999996,3.894,27.1244358
1446,2587.T,4455.0,4004.589,2466.962,4794.3750564
1447,BRKR,75.1,42.84,24.225,87.68228549999999
1448,SRPT,120.45,-1425.555,-732.33,
1449,SCG.AX,2.93,-16.52262,-10.23856,
1450,SCB.BK,100.5,,,
1451,WSC,50.67,-11.73,-6.140000000000001,
1452,EVK.DE,20.24,0.7000000000000002,3.1,19.48908
1453,323410.KS,26650.0,,,
1454,EMA.TO,54.02,70.9884,45.8892,56.79263267999998
1455,SSL,16.75,-60.300000000000004,-54.9,
1456,ARCC,19.74,23.182,21.105999999999998,19.544501999999998
1457,0992.HK,6.57,-4.8929,-1.2557,5.92221894
1458,LSI,123.11,39.405,25.56,129.2697
1459,FLEX,24.44,37.765,21.165,28.926205500000002
1460,HLMA.L,2211.0,1311.324,783.812,2428.3068940000003
1461,DINO,55.43,,,
1462,FND,94.11,101.016,55.568,115.950912
1463,RHC.AX,64.7,66.44,36.245000000000005,81.78311350000001
1464,2603.TW,147.0,-635.376,-304.048,46.603564800000015
1465,PUM.DE,60.74,41.717999999999996,23.663999999999998,70.8536472
1466,FGR.PA,99.92,90.05999999999999,55.48,107.494552
1467,KBANK.BK,143.0,534.8340000000001,305.422,164.63558700000002
1468,9202.T,2825.0,-26358.4944,-16154.857199999999,
1469,ALLE,118.08,128.417,76.77600000000001,129.6113238
1470,UHS,147.04,200.90159999999997,132.87329999999997,153.29910951
1471,BILL,94.95,90.95400000000001,40.362,
1472,6823.HK,10.78,9.39796,6.59373,11.052902172000001
1473,CUBE,45.67,17.63,11.18,48.40596000000001
1474,ALD.AX,30.77,-65.96,-38.315,
1475,DAR,65.67,168.17440000000002,88.9822,93.89323958
1476,003550.KS,80300.0,,,
1477,EMN,86.91,77.68719999999999,48.7711,92.58786487999998
1478,RGEN,183.83,87.135,46.620000000000005,248.16658500000005
1479,CCK,84.89,125.90639999999999,77.30819999999999,91.50610932000001
1480,1080.SR,25.8,22.0524,14.821199999999997,26.74251216
1481,CPU.AX,24.73,31.931800000000006,17.148400000000002,32.711734
1482,SHREECEM.NS,23970.6,34590.7608,18837.6079,30342.38165846
1483,Z,43.0,24.119999999999997,10.08,
1484,RRX,155.0,175.337,105.461,169.4381716
1485,CLF,19.94,-4.4352,-2.4101000000000004,
1486,BBWI,44.32,165.1972,98.3836,48.80611792
1487,9143.T,2086.0,2984.265,1813.965,2262.739941
1488,WCH.F,141.1,323.50319999999994,174.37409999999997,184.94268516
1489,MTN,250.4,-18.025199999999998,-9.5076,
1490,JHX,22.34,10.83,6.46,24.57422
1491,CPN.BK,74.25,136.533,74.124,94.94824320000001
1492,WOLF,78.98,211.32000000000002,95.76,
1493,NLY,21.66,-4.5260000000000025,6.261999999999999,20.560427600000004
1494,VBL.NS,,,,
1495,6506.T,5120.0,1583.6744,990.8822,5462.699984279999
1496,2880.TW,22.7,24.5622,14.1236,25.78105328
1497,MORN,235.74,238.95000000000002,135.70000000000002,273.34936
1498,CIPLA.NS,1033.2,1116.713,634.559,1197.6015381
1499,6701.T,4860.0,7857.036,5019.773,5135.694042499999
1500,ARMK,38.46,-201.00800000000004,-107.98400000000001,
1501,SCA-B.ST,144.15,-10.695,-1.0850000000000004,133.393806
1502,3407.T,942.3,1552.668,935.064,1029.2838192
1503,VFC,26.27,-4.3,-3.3325,
1504,NST.AX,12.01,16.116400000000002,9.2407,13.87813433
1505,AOS,66.11,58.800000000000004,36.0,71.35776
1506,NBIX,103.19,12.895999999999999,17.887999999999998,100.42294079999999
1507,C38U.SI,1.97,1.3204799999999999,0.89124,2.0409097800000002
1508,IMP.JO,19082.0,-13.413000000000032,116.24599999999998,18241.327685199998
1509,BJ,74.89,65.145,40.904999999999994,79.77020399999998
1510,688012.SS,109.35,,,
1511,BABWF,2.0,,,
1512,JNPR,31.13,25.048,14.229,36.26800050000001
1513,ICL,7.74,0.163,0.109,8.9354
1514,AGCO,138.18,153.54399999999998,95.472,148.0491648
1515,RGA,151.58,1903.4745999999998,969.0898000000001,373.73193596
1516,LECO,172.34,141.746,81.158,197.67306240000002
1517,PEN,264.58,-24.068,-13.244000000000002,
1518,TPG,32.38,,,
